,Age,Location,Device,Variant,Time Spent,CTR
418,38,Location2,Device1,Variant A,22.29092093127565,0.13185456702356171
419,51,Location1,Device1,Control,18.131510555264835,0.13443012786478026
420,55,Location1,Device1,Variant B,26.026736937857102,0.12809477413861897
421,41,Location1,Device1,Variant A,21.047907010854214,0.12049818531737776
422,45,Location3,Device3,Variant B,15.082051393276522,0.09766661124381333
423,47,Location2,Device3,Control,23.32931644590809,0.09127537658311598
424,51,Location1,Device2,Variant B,23.967659159013586,0.10677904457367347
425,40,Location3,Device3,Control,24.24199302321422,0.09282141677993468
426,25,Location1,Device1,Control,22.092808895259008,0.0893338854853051
427,59,Location1,Device3,Variant A,23.50594152617821,0.1576797595880285
428,27,Location1,Device1,Control,14.514970938037541,0.07843739063414452
429,18,Location1,Device3,Control,24.262542541667834,0.09145556637767008
430,37,Location3,Device1,Variant A,20.282065032394005,0.11100466269927758
431,54,Location2,Device2,Control,26.02456075360546,0.08920124721917132
432,35,Location2,Device2,Variant A,20.560926861189287,0.11856545020242758
433,38,Location1,Device3,Variant A,33.16836790027163,0.11441757899295038
434,21,Location3,Device1,Control,16.393526711816364,0.08942094658728592
435,60,Location2,Device2,Variant B,35.68584540218214,0.10869516969810866
436,19,Location2,Device1,Control,18.417827870061892,0.09938777324963792
437,38,Location1,Device3,Variant B,33.305638555305116,0.10970101642589904
438,54,Location1,Device1,Control,17.564954275955582,0.14373570124072135
439,22,Location3,Device1,Variant A,31.99064268187797,0.13233890414994207
440,34,Location2,Device3,Control,19.7989311199069,0.08479829912700626
441,28,Location1,Device2,Variant A,29.754634424277555,0.10393655887632525
442,63,Location3,Device3,Variant B,23.719084664784514,0.11070652457531768
443,58,Location3,Device1,Control,21.393818500576895,0.1356743902818269
444,48,Location3,Device3,Variant B,25.72876506512369,0.09862288610917708
445,45,Location2,Device3,Control,21.49633567136027,0.07180125604211678
446,61,Location2,Device1,Variant A,24.979857447066845,0.12758750273500574
447,49,Location2,Device3,Variant A,28.822782969531687,0.13396941496822087
448,38,Location3,Device2,Control,24.945701999908263,0.09913315367717081
449,24,Location3,Device2,Variant B,18.46606743753327,0.1261965062728374
450,27,Location1,Device3,Control,16.578327377093697,0.08052254572558061
451,45,Location1,Device1,Control,30.464067899532736,0.085383380954953
452,53,Location2,Device3,Control,19.535908689006362,0.06743276314830174
453,37,Location2,Device3,Variant B,20.834372005658384,0.09547664583331873
454,30,Location1,Device2,Control,13.81986996815243,0.11854996840638267
455,36,Location2,Device2,Variant A,28.05269687222396,0.14194567895947055
456,28,Location1,Device1,Control,15.092338392357007,0.08092511322168135
457,52,Location1,Device1,Control,22.44141677789705,0.09372632372536566
458,51,Location1,Device1,Variant A,30.352384067123378,0.1586214704178155
459,61,Location3,Device3,Control,14.666495420645035,0.10652930646425672
460,21,Location2,Device3,Variant B,17.570735448828806,0.11310711576368193
461,30,Location3,Device3,Control,11.98387018772301,0.07159745698514172
462,54,Location2,Device3,Variant B,16.31359779238964,0.10565389033329713
463,19,Location3,Device1,Control,18.884912932158947,0.08859985348122243
464,18,Location2,Device1,Control,23.15307517781551,0.08117007631830392
465,57,Location2,Device1,Control,20.641414488313824,0.12733859952625484
466,42,Location1,Device3,Variant B,24.063274481063612,0.09760001343879493
467,54,Location3,Device3,Variant A,28.48378369333226,0.12055455048626013
468,53,Location3,Device1,Control,23.79292715518326,0.08526860874486496
469,23,Location2,Device2,Control,14.114878984605605,0.06233957406587378
470,24,Location3,Device1,Control,13.515192535915725,0.09238802681346825
471,21,Location2,Device3,Variant A,21.57556963795304,0.11907286712676159
472,52,Location2,Device3,Control,23.32900709486148,0.1086816901330587
473,58,Location1,Device1,Variant B,17.36865214515487,0.07708211624263273
474,51,Location2,Device2,Variant A,14.504995316228637,0.1396528278695762
475,46,Location3,Device2,Variant B,19.936303980850038,0.1213453012892221
476,22,Location1,Device3,Variant B,27.5531614799243,0.09282797599380418
477,44,Location2,Device3,Variant A,29.187359398852998,0.0671761019566788
478,50,Location1,Device3,Variant A,26.368689037844305,0.12662269156580583
479,63,Location1,Device1,Control,21.24196243907261,0.11201918648890184
480,27,Location2,Device3,Variant A,29.004057791176894,0.11870608993893975
481,23,Location3,Device3,Variant B,26.851966907737147,0.1332722958656158
482,51,Location2,Device3,Control,20.436648171092315,0.05740335323516452
483,25,Location2,Device2,Variant A,25.746419834360317,0.16287070300775086
484,48,Location2,Device2,Variant B,29.508024167877345,0.08126101963137654
485,26,Location2,Device3,Variant A,26.434807481646097,0.09929246855869693
486,38,Location2,Device2,Control,24.558688423759477,0.057746201379682296
487,25,Location3,Device2,Variant B,31.303131010739083,0.09574856586369099
488,21,Location1,Device2,Variant A,30.020603260188253,0.13947618082080823
489,39,Location3,Device2,Control,21.151138993311864,0.08418213203341188
490,45,Location2,Device1,Variant A,19.313548308722915,0.12581368832434328
491,62,Location1,Device2,Control,22.65394435352581,0.10361310691802826
492,21,Location1,Device2,Variant B,21.06290037667318,0.10102658493638818
493,56,Location1,Device2,Variant B,29.95558235015138,0.12886521656835026
494,38,Location3,Device2,Variant A,20.055268954943106,0.1298891211036645
495,25,Location3,Device1,Variant B,22.804952515478064,0.12330547236889496
496,37,Location3,Device1,Variant A,23.323803177467838,0.14290865926150206
497,49,Location2,Device3,Variant A,24.073919933887886,0.10578314695713262
498,18,Location3,Device2,Variant B,26.896823934206267,0.1374690320864997
499,23,Location3,Device2,Variant A,20.250133816293168,0.11940195185385567
500,45,Location3,Device3,Variant A,29.662412095236963,0.09320300308275074
501,61,Location1,Device1,Variant B,21.94874494051179,0.12447749501299682
502,48,Location1,Device3,Control,24.99177996049881,0.11840529598585205
503,27,Location2,Device1,Variant A,25.685485101303236,0.13871692337640537
504,37,Location1,Device3,Variant A,21.872837339171305,0.11582593724638206
505,25,Location2,Device3,Variant A,28.34668941258989,0.10359122061899911
506,39,Location1,Device2,Variant B,36.24005989152562,0.08555175696429401
507,55,Location2,Device3,Control,13.610544640582797,0.10168207753106745
508,46,Location2,Device1,Variant B,22.39282495372938,0.08347311382791678
509,26,Location1,Device1,Variant B,32.02972280719271,0.09734035605883788
510,61,Location1,Device3,Variant B,17.873570058835593,0.07494923653092936
511,64,Location3,Device1,Control,26.596659946513384,0.08775172280144242
512,18,Location3,Device3,Variant B,29.014695212500214,0.08094280568146127
513,58,Location2,Device2,Variant B,16.90552083809633,0.12340086705569131
514,56,Location2,Device2,Variant B,19.7201459720269,0.1193329191025369
515,43,Location2,Device2,Control,18.262397621200158,0.06916757283510129
516,28,Location1,Device2,Control,21.87815381763522,0.10442367607872101
517,52,Location1,Device3,Control,15.589886729722325,0.11804532150499825
518,41,Location3,Device1,Control,25.222907091526643,0.12345666684477344
519,50,Location1,Device3,Variant B,26.989971729968037,0.11180552281853011
520,37,Location2,Device1,Control,20.11653714438213,0.12135951163956384
521,44,Location3,Device3,Variant A,29.655729295970836,0.10154585035060995
522,32,Location1,Device1,Variant B,30.33516867063544,0.13206821675909836
523,50,Location2,Device1,Variant A,39.24675086370276,0.15655704143238458
524,24,Location1,Device3,Control,24.897194415302494,0.06741455579609651
525,51,Location1,Device2,Variant A,19.196993493071353,0.1133710160632814
526,62,Location1,Device3,Variant B,23.5359071035476,0.1483409017482656
527,63,Location2,Device2,Variant B,28.094102829828,0.07978904716045275
528,59,Location2,Device3,Variant B,17.956367670094735,0.14028653128111795
529,22,Location1,Device1,Variant A,22.48265213842607,0.12205103070382128
530,47,Location2,Device2,Variant B,21.917682076822725,0.12301130068744251
531,45,Location1,Device1,Variant B,23.241456758247658,0.061147024347914324
532,35,Location3,Device1,Variant A,20.251898713125655,0.09750281145514397
533,53,Location2,Device1,Control,19.588998763740445,0.07189193098204047
534,20,Location1,Device3,Variant B,20.744262106154572,0.11592143223243039
535,38,Location1,Device1,Control,24.68024811558956,0.0956438335821223
536,63,Location1,Device3,Control,29.30595933306055,0.10022434947945133
537,33,Location3,Device2,Variant B,36.27615351805307,0.10828210360588214
538,54,Location2,Device1,Variant A,31.864270398506576,0.12298650882122131
539,59,Location1,Device2,Control,18.90860916464657,0.11906803435689192
540,22,Location1,Device2,Variant A,24.9809548451511,0.1260286611384283
541,31,Location1,Device3,Variant B,23.632403138493647,0.12632055482082827
542,48,Location2,Device2,Variant B,24.345840441631914,0.0883153905120741
543,63,Location3,Device3,Variant B,25.710442920586896,0.10925237358691256
544,41,Location3,Device3,Variant B,24.364199716060043,0.1017835978661546
545,52,Location1,Device2,Variant B,26.672239510973963,0.11703707857252901
546,53,Location1,Device2,Variant B,26.5099788482284,0.13747365445811324
547,27,Location2,Device2,Variant A,27.257461901286174,0.1278734075209084
548,44,Location1,Device3,Variant B,17.547532494621045,0.10226865705219786
549,44,Location3,Device3,Control,20.778147751152115,0.07875157841066374
550,40,Location2,Device2,Control,21.1705336964157,0.11757907481399289
551,30,Location2,Device3,Variant B,25.109458051039546,0.09466797508265984
552,33,Location1,Device2,Variant A,20.67687979160949,0.13755638608068238
553,52,Location3,Device3,Variant B,20.609217451676926,0.11466163604208074
554,44,Location2,Device3,Variant B,14.96201626826545,0.11716041257352845
555,56,Location2,Device1,Variant B,22.62718648665025,0.13772567692495324
556,64,Location1,Device1,Variant B,20.60437231444682,0.12415365115144603
557,34,Location3,Device2,Variant A,27.073359509396596,0.10728486514075478
558,58,Location3,Device1,Control,25.156853341336642,0.12422333413174164
559,18,Location2,Device3,Control,26.242456392023744,0.06778322987346783
560,28,Location3,Device2,Control,16.06510196557493,0.07785098192276405
561,29,Location1,Device1,Control,10.469030068567564,0.08821362492468114
562,31,Location1,Device2,Control,17.361330184970335,0.08085113973613284
563,25,Location2,Device2,Control,15.110448567804038,0.07179073010946198
564,48,Location2,Device3,Variant A,27.260893009206356,0.12655543450346754
565,24,Location3,Device1,Variant B,25.19937356370991,0.08145892410987822
566,63,Location1,Device3,Variant A,23.77449699148857,0.13130886567441732
567,48,Location3,Device2,Variant A,29.93103654658267,0.1412354807256192
568,33,Location3,Device2,Variant A,19.021590899372697,0.11087538751330096
569,59,Location2,Device2,Variant A,14.41068823910423,0.10948984503160453
570,56,Location1,Device1,Variant A,19.88447570772128,0.12460413000116521
571,61,Location1,Device3,Variant A,30.888170957895532,0.113473931583257
572,36,Location3,Device3,Variant B,25.77736759719248,0.10837272219960963
573,25,Location1,Device1,Variant A,19.85499953721456,0.14364646163819977
574,46,Location1,Device3,Variant A,26.01903154019785,0.14437175710094982
575,19,Location3,Device3,Control,28.443945286619957,0.1041294352150546
576,59,Location2,Device2,Control,19.161034086329714,0.09961924103404902
577,20,Location2,Device2,Variant B,22.880036573817893,0.09954585372231167
578,46,Location2,Device2,Variant A,24.529102412127067,0.10271212750281228
579,32,Location3,Device1,Control,21.493995710338588,0.11634651829949695
580,55,Location1,Device2,Variant A,22.485124766728045,0.13472427686342656
581,45,Location3,Device3,Control,20.05845453352496,0.09323630186240739
582,54,Location3,Device1,Control,20.44198199704614,0.06363337081612949
583,49,Location2,Device3,Control,23.88515292660863,0.07311361819217128
584,47,Location1,Device1,Control,21.07923395615908,0.14309234103207685
585,64,Location2,Device3,Variant A,28.440876532531135,0.10682166149165616
586,47,Location1,Device1,Variant B,19.766279052446972,0.12970181519673682
587,51,Location1,Device3,Control,15.967951244807946,0.10436016970036165
588,30,Location2,Device2,Control,25.519577387663304,0.10922340009759375
589,50,Location2,Device1,Variant B,24.78677677197874,0.08831043869830181
590,59,Location3,Device3,Variant A,31.065298773970504,0.10804120940946595
591,34,Location1,Device3,Control,19.83481422724782,0.12050606344784975
592,20,Location1,Device3,Variant B,22.212192503248726,0.06384031139986526
593,26,Location1,Device3,Variant A,31.09817763939916,0.08700315597348249
594,28,Location1,Device2,Variant A,20.26652528789213,0.14480616128689294
595,44,Location1,Device2,Variant A,18.163773265919154,0.11661870335363035
596,45,Location3,Device1,Variant A,27.641884877642692,0.08069681635538817
597,19,Location1,Device1,Variant A,24.32973789202559,0.12395935805722094
598,18,Location3,Device3,Control,16.181251414461784,0.11621389883422162
599,23,Location2,Device1,Control,9.936888687563624,0.11975264382490826
600,42,Location3,Device3,Variant A,19.893649428681506,0.1209176860838527
601,52,Location3,Device1,Variant B,25.637143874277562,0.1287981260036103
602,33,Location3,Device1,Variant A,26.369898110615264,0.12361656102549204
603,21,Location2,Device3,Control,23.49777859537636,0.08859564142696505
604,64,Location1,Device2,Variant B,20.14160250080258,0.11839259147844731
605,55,Location3,Device3,Control,21.299401356322154,0.12041970470100767
606,61,Location2,Device2,Control,26.779732457744434,0.09920542757608977
607,37,Location3,Device1,Variant B,18.648786380116167,0.11199501548852517
608,42,Location3,Device2,Variant A,24.37406632031479,0.12500616593088767
609,24,Location2,Device3,Variant A,24.562890165035615,0.09121389989615133
610,38,Location3,Device1,Control,21.418529702907392,0.0960635038758345
611,24,Location3,Device2,Variant B,23.60905169494541,0.13781304272262473
612,46,Location1,Device2,Variant B,21.20858764205654,0.09513660555776639
613,24,Location2,Device3,Control,20.139168226043747,0.10493725277085342
614,20,Location3,Device1,Variant B,25.20497439898705,0.0806998697102428
615,46,Location2,Device1,Control,22.09214145127191,0.115994815589686
616,46,Location2,Device2,Variant B,21.725198355106468,0.12250756667073567
617,56,Location1,Device2,Variant A,26.355935551849694,0.09148764361452127
618,55,Location1,Device2,Control,30.22561661216998,0.10780933040476463
619,23,Location1,Device1,Variant B,19.06111939550754,0.1100027149134071
620,63,Location3,Device2,Variant B,21.40287677429386,0.09937222491991049
621,27,Location3,Device2,Variant B,23.22342481986842,0.12241695974512612
622,54,Location3,Device1,Control,27.65940791051996,0.07768273365897436
623,31,Location3,Device1,Variant B,21.74190451878699,0.1337324220267829
624,39,Location3,Device3,Variant B,24.563672197462946,0.11006436019437581
625,49,Location3,Device1,Variant B,25.731544531211593,0.11566442643897108
626,35,Location2,Device1,Control,23.324734905644753,0.11950059165963492
627,53,Location2,Device3,Control,16.04274467114193,0.09787676837904785
628,63,Location1,Device1,Variant A,30.938861652518668,0.11929150500040352
629,26,Location3,Device3,Control,12.970522847533097,0.10574248535602339
630,43,Location2,Device1,Control,14.921255488665906,0.09017204316750685
631,39,Location1,Device3,Control,22.409956089247785,0.126294188559547
632,63,Location1,Device2,Variant A,28.27029318173846,0.13212061664176383
633,55,Location1,Device2,Variant A,16.00339303127849,0.11484970505655924
634,40,Location1,Device2,Variant B,21.54909638171654,0.12837785149396216
635,34,Location2,Device3,Control,13.498376786307707,0.1385500863072521
636,43,Location2,Device2,Variant B,25.757029372516406,0.07876106235698101
637,64,Location2,Device1,Variant B,34.942227782477204,0.08874197242834007
638,55,Location1,Device3,Variant B,18.048390235570317,0.08536489006407481
639,19,Location1,Device1,Control,15.461325317807884,0.10187012502332461
640,23,Location3,Device1,Control,13.050406457844808,0.10921563721132467
641,24,Location3,Device1,Variant A,21.49975999930177,0.14810280579889054
642,30,Location1,Device3,Variant A,21.568050177811365,0.12976379246910538
643,44,Location2,Device1,Variant B,29.743820188015476,0.11761212532255874
644,28,Location1,Device2,Variant B,24.77105547128412,0.1113593397843932
645,32,Location3,Device3,Control,27.0589354847419,0.08168052166047009
646,26,Location3,Device2,Variant A,18.654261593561152,0.14425169422100356
647,25,Location2,Device3,Variant B,28.45675216651123,0.12326862186937855
648,63,Location1,Device1,Variant B,33.24367925853815,0.0952680229940851
649,23,Location3,Device2,Variant A,24.152023495677614,0.12710092856927083
650,60,Location2,Device3,Control,18.83956799630405,0.08284753025040445
651,21,Location3,Device1,Variant B,23.01390361177532,0.06072508945433583
652,28,Location2,Device1,Control,23.80995856564257,0.09264297895924112
653,45,Location3,Device3,Variant B,18.46656975877892,0.1006107909797885
654,43,Location3,Device3,Control,17.498162327630066,0.07478313177989737
655,21,Location1,Device3,Variant B,34.88953344286145,0.13302843261143232
656,32,Location2,Device3,Variant B,18.26842837429022,0.11276325468131462
657,36,Location2,Device2,Variant B,30.491638070053586,0.1391250042716651
658,23,Location3,Device3,Control,22.806756955677397,0.0899673480678518
659,22,Location1,Device1,Variant A,31.963641687105394,0.13686143132154488
660,35,Location3,Device2,Control,18.345924917555255,0.10504433493733394
661,23,Location3,Device1,Control,27.70261862575918,0.09546260888574158
662,48,Location3,Device1,Control,18.31423596717718,0.06123688069517989
663,42,Location2,Device3,Variant B,12.596594534093278,0.13188454631438226
664,21,Location1,Device2,Variant B,27.390469031592335,0.1347037654986176
665,23,Location3,Device3,Control,20.525714931133017,0.07166666576884209
666,58,Location3,Device1,Control,15.08499578191212,0.10064537338537745
667,54,Location3,Device3,Variant B,30.441893030672276,0.11324125135712625
668,42,Location2,Device3,Variant A,21.767906732743995,0.08253581571297952
669,51,Location3,Device3,Variant B,32.643824701073775,0.11674691503804868
670,36,Location2,Device3,Variant B,20.066481290079455,0.13260096045583472
671,51,Location2,Device3,Control,17.364061291540946,0.08416852507507391
672,32,Location2,Device3,Control,16.710819200012473,0.14029668848598972
673,25,Location2,Device2,Variant B,26.32214234209558,0.10049307694116787
674,61,Location2,Device3,Control,25.494000054446087,0.09628249718047827
675,64,Location1,Device2,Variant B,30.051221665489056,0.1460126651656625
676,51,Location2,Device3,Variant A,30.12409717771817,0.10234943747340268
677,35,Location2,Device2,Control,22.366407522662772,0.0962448366085686
678,47,Location3,Device1,Variant A,25.658233175736203,0.13638384419086086
679,30,Location1,Device2,Variant B,26.321527819357065,0.11833425131797501
680,64,Location1,Device2,Variant A,21.418799107935094,0.12009369068161312
681,50,Location3,Device1,Control,20.362088406498852,0.10130631866122025
682,52,Location2,Device3,Variant A,24.525997169668674,0.11555421007175602
683,41,Location1,Device3,Control,26.462668698685405,0.06871242291660837
684,43,Location2,Device2,Variant A,27.220737734938854,0.10038833698191812
685,64,Location3,Device3,Control,16.685684496926967,0.09834720626939245
686,61,Location1,Device3,Variant B,30.216852012525894,0.1048828259761706
687,59,Location2,Device1,Variant A,26.123127722475008,0.1487066433130604
688,64,Location1,Device3,Variant A,27.16676243529338,0.10386909351946888
689,18,Location1,Device3,Variant A,19.892162621969256,0.116097802902848
690,30,Location2,Device2,Control,20.902429765651675,0.10241020385162608
691,27,Location2,Device3,Variant A,26.563225685350165,0.08060283096934337
692,36,Location1,Device3,Variant A,24.074435618340345,0.1077184264182636
693,22,Location3,Device2,Control,28.923973451764404,0.10114666516396477
694,25,Location1,Device2,Control,26.146051253064687,0.12361721361858871
695,21,Location3,Device2,Variant A,19.757567047189028,0.09169971989505057
696,30,Location1,Device3,Variant A,21.774697069126898,0.10973356102593373
697,55,Location2,Device3,Control,22.075980457285013,0.07350016515122887
698,63,Location3,Device3,Variant A,25.946342413312074,0.11259127761765081
699,63,Location3,Device3,Variant A,22.57313976846716,0.12768757948287132
700,36,Location1,Device3,Variant B,27.76944736193608,0.1076433909272004
701,25,Location1,Device3,Variant B,24.127594657115587,0.10536394665992281
702,44,Location3,Device2,Variant A,23.392724240833417,0.11681793502184197
703,64,Location2,Device2,Variant B,20.45562888775458,0.1106512838918597
704,47,Location3,Device3,Variant B,18.531309082924995,0.08354390484929763
705,21,Location3,Device1,Control,13.927490814891897,0.09455304068195369
706,28,Location2,Device2,Variant A,28.330728396760286,0.12180718030088382
707,38,Location2,Device3,Variant A,30.72387032545896,0.13977022451065813
708,60,Location1,Device2,Variant B,32.72063019776843,0.0983655927568149
709,19,Location1,Device1,Variant B,33.27978933554365,0.06179572973386764
710,38,Location1,Device2,Variant A,30.474965336817302,0.11141947001082975
711,34,Location2,Device2,Control,23.04307413674597,0.09330857944754026
712,60,Location3,Device2,Variant A,18.395687958843755,0.12501323631238054
713,46,Location2,Device2,Control,21.9186647334131,0.11639095610416778
714,44,Location1,Device3,Variant A,18.268376652312707,0.13320453938404342
715,41,Location3,Device1,Variant A,32.09151222895582,0.1265262122877374
716,20,Location1,Device3,Control,22.228675540337115,0.10213535044885738
717,56,Location3,Device2,Control,23.38331379726987,0.07928313399431816
718,27,Location2,Device2,Control,18.427535719324066,0.10187436416645584
719,20,Location1,Device2,Control,20.610861759757206,0.101499195756864
720,62,Location2,Device1,Control,22.079877034788034,0.08980762949062106
721,59,Location2,Device1,Control,20.306928924367895,0.06084662818315308
722,43,Location2,Device3,Control,13.295349041010308,0.12622072154620406
723,54,Location3,Device2,Variant B,21.194722298891087,0.12897715126911283
724,44,Location2,Device1,Variant A,21.915506247537646,0.12015838241334197
725,22,Location2,Device2,Control,27.884634108548063,0.10411914959986407
726,59,Location3,Device3,Variant B,22.719793125874364,0.11168646023231249
727,28,Location2,Device3,Variant A,31.308525907281506,0.14722785408108752
728,30,Location2,Device1,Variant A,31.43047096602128,0.1256398563959807
729,58,Location2,Device3,Variant A,19.807725123976805,0.09809572411490103
730,51,Location3,Device1,Variant B,10.029952295024025,0.09332349862636083
731,55,Location3,Device2,Variant B,27.271253225020427,0.08349639118538749
732,57,Location1,Device1,Variant A,25.153830435841304,0.10784422053747195
733,50,Location2,Device3,Variant B,19.44851115003144,0.1271129065900249
734,51,Location3,Device2,Variant B,27.634365165450625,0.09641035859160259
735,44,Location2,Device3,Control,29.983934468144785,0.08301770084111927
736,53,Location3,Device2,Variant B,20.509373769760472,0.08369090149280821
737,43,Location3,Device2,Variant A,26.026383690012803,0.10219428956563822
738,42,Location3,Device2,Variant A,22.616769674518395,0.11270841954986631
739,36,Location1,Device2,Variant B,20.77464110385604,0.09816651359669572
740,38,Location2,Device3,Variant B,24.442236084645312,0.10454288049794805
741,48,Location3,Device1,Variant A,19.737886249610447,0.11668222491739255
742,46,Location2,Device2,Variant A,26.641597449883466,0.12505546584876484
743,26,Location3,Device3,Variant B,20.327541093968033,0.11813828190830312
744,36,Location2,Device3,Variant B,28.519360225175003,0.12364174908129888
745,43,Location2,Device3,Control,21.57531484351659,0.13992661673456075
746,42,Location3,Device1,Variant A,31.278429173525943,0.10042668603293879
747,57,Location2,Device3,Variant B,22.113688155557295,0.0963146568037708
748,60,Location1,Device3,Variant B,25.03521034989621,0.13165575279083797
749,46,Location1,Device1,Variant B,25.74524627385774,0.146512764650664
750,42,Location2,Device3,Variant A,20.011357606743314,0.0880623259185846
751,36,Location2,Device3,Control,14.18748000286137,0.06333508935014627
752,21,Location3,Device1,Variant B,17.72988559349735,0.09164486768237542
753,62,Location3,Device1,Control,21.04550934989444,0.09496247218488228
754,37,Location2,Device1,Variant A,17.484598286089295,0.13984792696974696
755,63,Location2,Device2,Control,17.331192837697994,0.11496109212000415
756,18,Location2,Device1,Control,10.312530239593261,0.08705398084158487
757,28,Location2,Device2,Control,13.765142483389228,0.09227221173759036
758,21,Location1,Device2,Variant A,25.463554131006894,0.12936946770366053
759,24,Location2,Device1,Variant A,16.729305155877846,0.13170610123357934
760,45,Location3,Device2,Variant B,21.888339624410495,0.14192643311480024
761,53,Location1,Device3,Variant B,16.966309539871755,0.11592275773856826
762,24,Location2,Device3,Variant B,19.746992242842552,0.0862310265286156
763,37,Location3,Device1,Control,9.827351427937414,0.07483667351450397
764,52,Location1,Device2,Control,15.000917153538389,0.09244211937780834
765,56,Location2,Device3,Control,17.250127745217686,0.10338529198380754
766,38,Location2,Device2,Variant A,33.11009970822719,0.1263973511724674
767,61,Location2,Device2,Variant B,33.467202479442456,0.10541986209897367
768,18,Location2,Device3,Variant A,22.962257275832478,0.11037361853798357
769,54,Location1,Device1,Control,9.294297812506544,0.11906594792175675
770,63,Location3,Device2,Variant B,23.046366649066588,0.13267687778980972
771,59,Location2,Device3,Variant A,24.467657031758204,0.11910159622997217
772,20,Location1,Device1,Variant B,25.580134308365,0.14349511922157632
773,51,Location1,Device2,Variant B,17.953038865068017,0.10850301936641468
774,30,Location3,Device2,Variant B,20.253414714075426,0.09170730091316984
775,33,Location1,Device2,Control,28.701395957480912,0.10733930265175397
776,51,Location1,Device2,Control,21.204465214149177,0.09675979926085222
777,41,Location3,Device1,Variant B,20.73448326809902,0.11234781200868349
778,30,Location1,Device2,Control,19.545868168592342,0.07936263482038342
779,23,Location1,Device3,Variant A,17.781361854592838,0.13830242610353324
780,56,Location3,Device3,Variant A,23.25827527524603,0.1451357613128507
781,19,Location1,Device3,Variant A,27.929414633152724,0.12506649945575082
782,28,Location3,Device1,Control,10.402102086835846,0.07967098917689817
783,24,Location2,Device3,Variant B,12.968595324909339,0.09149300805925456
784,24,Location2,Device2,Variant A,22.032945142194677,0.10823274984786677
785,56,Location2,Device2,Variant A,21.583344635211578,0.10649937323832494
786,56,Location2,Device3,Control,16.853679476779924,0.13186177688713852
787,29,Location1,Device1,Control,23.225378731128586,0.11151548663781553
788,39,Location2,Device1,Control,17.26418148413418,0.0957656695962262
789,20,Location3,Device2,Variant B,22.308380955036352,0.1355699576843938
790,30,Location3,Device2,Variant B,16.84720281893636,0.11224578106625442
791,47,Location3,Device3,Control,11.133041565198452,0.1229111759506847
792,27,Location3,Device1,Variant A,27.78058424069219,0.15111364601605523
793,26,Location2,Device3,Control,27.67106073652088,0.10780548148380746
794,23,Location3,Device2,Variant A,29.853583330133162,0.12428009658676561
795,61,Location2,Device2,Control,20.312870813273243,0.06855139369232777
796,19,Location3,Device3,Variant B,16.2667724833114,0.13423326973145344
797,61,Location3,Device1,Variant A,27.229524574495677,0.10179507620283457
798,33,Location2,Device2,Variant B,24.02377582069882,0.1140735370303871
799,30,Location2,Device2,Variant A,29.04133762972244,0.15941509215874192
800,30,Location1,Device1,Variant A,19.75016509092902,0.10890747029550782
801,39,Location1,Device2,Control,17.988158617727485,0.0861388537797115
802,36,Location1,Device1,Variant A,19.485003105624546,0.1291523424361579
803,43,Location3,Device1,Control,10.867423477864879,0.10010398990775092
804,31,Location3,Device2,Variant B,24.897484875875886,0.11759167211693179
805,48,Location3,Device3,Control,15.19565128864933,0.10410001156468174
806,46,Location1,Device2,Variant B,20.386419684947203,0.10894796948686802
807,62,Location1,Device2,Variant B,20.78359800826407,0.12604183421095067
808,59,Location1,Device2,Control,22.66305049089015,0.07903683867038377
809,39,Location3,Device2,Variant A,17.186783650185454,0.0992592239336099
810,24,Location2,Device3,Variant B,18.042229287277443,0.11188883298680478
811,54,Location1,Device3,Variant A,28.07640741463849,0.12411761205338029
812,58,Location2,Device3,Variant B,24.668428958420172,0.09873217616383899
813,44,Location3,Device1,Variant B,18.461391491309598,0.07236333739654581
814,48,Location1,Device3,Variant B,15.968814581318519,0.09225186206071934
815,23,Location3,Device1,Control,12.785769308935745,0.1183907927247275
816,33,Location2,Device2,Control,16.19095146868009,0.1541983335206385
817,55,Location3,Device3,Variant B,26.674427939737583,0.10067898345540259
818,55,Location3,Device3,Control,22.418483221507724,0.10739121816857344
819,49,Location1,Device3,Control,19.427187025689697,0.05320857342603644
820,50,Location2,Device3,Variant B,18.90353042544383,0.10764660486349249
821,34,Location1,Device3,Variant B,20.557512468167992,0.08591391005255691
822,50,Location3,Device2,Control,17.378401779865936,0.0986717061719837
823,28,Location3,Device3,Control,25.37013562194537,0.11290325904271173
824,30,Location2,Device1,Variant B,28.11076830026243,0.0934036906234191
825,47,Location3,Device1,Control,25.70069433986263,0.10928107271710752
826,18,Location1,Device3,Variant B,16.939688621609985,0.15388630461163835
827,47,Location2,Device1,Variant A,26.915867738734566,0.1421491322695786
828,44,Location3,Device3,Variant B,26.195506057819696,0.10777374495361695
829,57,Location1,Device2,Variant B,13.314782147285836,0.09194895557877561
830,40,Location1,Device1,Variant B,23.41193090572284,0.16135140855530125
831,37,Location2,Device3,Variant A,17.983867295798067,0.11773221196509684
832,23,Location3,Device1,Variant B,25.045051700943482,0.12503226155109662
833,54,Location1,Device3,Variant B,30.57424557854112,0.08694871818826108
834,37,Location2,Device1,Variant B,27.7448261980729,0.11913760567249797
835,54,Location1,Device2,Variant A,25.59946288861952,0.11655189019792751
836,23,Location3,Device1,Variant A,24.748408308343954,0.0945848541488756
837,46,Location1,Device1,Control,20.827849269865467,0.08132767365042594
