,visitor_id,visitor_location,marketing_channel,gender,product_views_Mon,product_views_Tue,product_views_Wed,product_views_Thu,product_views_Fri,avg_rating_Mon,avg_rating_Tue,avg_rating_Wed,avg_rating_Thu,avg_rating_Fri,avg_price_Mon,avg_price_Tue,avg_price_Wed,avg_price_Thu,avg_price_Fri,time_on_site_Mon,time_on_site_Tue,time_on_site_Wed,time_on_site_Thu,time_on_site_Fri,pages_visited_Mon,pages_visited_Tue,pages_visited_Wed,pages_visited_Thu,pages_visited_Fri,converted_Fri
492,493,South America,google,F,3,0,1,0,7,3.49,1.52,3.89,3.21,4.6,55.61,43.68,76.63,99.91,61.15,57,34,21,47,48,2,6,2,4,3,0
493,494,Europe,youtube,F,3,5,1,0,2,1.8,1.25,2.74,4.85,2.24,58.73,26.52,58.06,35.48,38.16,35,53,31,52,27,6,5,3,6,6,0
494,495,Asia,instagram,F,3,4,1,2,3,4.74,2.83,4.57,3.06,3.51,79.4,39.97,94.83,80.53,58.35,41,31,34,26,28,2,1,2,5,7,0
495,496,Europe,facebook,M,5,4,0,0,4,2.17,5.0,4.74,2.6,1.7,51.59,79.03,24.38,93.64,34.09,44,44,50,46,28,4,5,5,6,2,0
496,497,North America,facebook,M,4,0,1,2,0,3.17,2.26,4.34,4.68,3.23,22.07,53.15,77.92,85.51,60.11,25,36,56,39,34,7,7,5,1,3,0
497,498,Australia,organic,F,0,4,2,5,3,4.37,4.09,4.03,1.94,2.29,89.4,59.16,76.68,53.01,31.31,40,24,54,40,59,7,6,5,4,7,1
498,499,South America,organic,M,5,1,0,5,5,1.33,2.73,3.32,2.02,2.64,95.67,89.77,53.57,33.45,74.67,45,38,40,37,29,3,5,7,6,3,1
499,500,Europe,organic,F,4,1,5,5,4,2.88,4.94,4.24,4.47,2.78,84.92,44.49,99.62,55.49,76.28,39,51,22,47,25,5,7,4,5,6,1
500,501,Australia,instagram,F,3,1,0,0,0,4.48,2.69,1.87,1.05,4.23,58.12,43.66,54.16,85.31,94.65,25,33,54,51,50,1,1,3,2,6,0
501,502,South America,youtube,M,4,3,3,0,3,3.49,4.78,2.74,3.74,4.63,66.16,31.49,96.6,80.38,82.07,24,43,44,20,47,4,4,5,3,7,0
502,503,Europe,facebook,F,4,5,0,3,0,1.32,1.93,3.57,1.95,4.27,52.22,54.36,84.05,81.59,32.02,23,23,41,60,47,3,7,1,4,1,0
503,504,Europe,youtube,F,1,0,1,3,1,3.8,2.78,2.75,1.83,3.9,94.41,90.56,35.96,51.34,39.47,54,45,38,21,27,5,5,3,1,7,0
504,505,South America,google,F,4,2,4,2,5,1.31,3.74,1.05,3.36,1.4,68.46,83.07,76.28,28.12,94.37,60,52,38,30,49,5,2,2,2,1,1
505,506,South America,google,M,2,4,3,2,5,3.02,3.75,2.44,2.42,1.78,40.18,69.84,43.97,49.58,57.23,34,48,23,44,52,3,6,5,3,4,1
506,507,South America,instagram,M,4,0,0,0,1,3.29,3.61,1.73,4.95,3.88,31.42,57.8,37.81,57.69,74.04,46,22,55,59,28,1,5,2,3,7,0
507,508,Europe,google,F,3,4,1,4,5,4.62,1.63,3.66,4.73,1.47,45.36,61.2,96.1,83.4,64.14,38,40,33,28,29,6,7,6,3,5,1
508,509,Australia,organic,M,2,0,0,0,1,3.29,2.83,2.77,4.89,3.41,83.04,95.53,84.48,96.48,46.33,33,53,52,38,30,4,2,3,2,5,0
509,510,South America,youtube,M,3,5,0,0,0,3.03,2.01,4.54,1.14,3.91,34.51,38.6,64.99,98.56,36.45,45,25,40,33,28,4,2,7,4,5,0
510,511,Asia,google,F,2,3,5,-2,5,4.9,2.3,4.63,2.93,2.5,52.54,56.32,56.08,58.61,30.85,29,52,43,29,48,2,4,5,4,7,1
511,512,North America,youtube,F,5,2,1,-1,5,1.65,4.65,4.49,4.85,4.13,35.13,32.04,97.25,38.9,79.13,21,35,51,30,33,7,5,3,4,1,1
512,513,Europe,youtube,M,4,2,0,3,3,3.74,4.26,4.83,4.31,2.49,66.35,45.3,85.63,39.53,55.6,52,41,44,26,60,4,6,2,7,7,0
513,514,North America,organic,F,4,1,4,0,0,3.01,4.19,3.55,2.82,1.92,75.93,92.6,82.31,79.01,43.08,32,55,58,32,30,6,5,1,7,1,0
514,515,Asia,youtube,M,3,3,5,-2,5,4.46,3.0,1.46,3.01,3.37,85.41,97.63,76.81,72.13,94.23,53,36,30,53,39,5,1,4,1,4,1
515,516,Asia,youtube,F,2,1,3,5,-1,4.7,4.63,1.59,4.99,1.46,59.17,54.23,57.98,80.18,35.53,26,48,26,26,32,6,6,1,5,6,1
516,517,Asia,organic,F,2,0,0,1,0,1.74,3.11,2.08,1.58,1.24,49.15,52.37,91.76,60.65,70.63,34,32,34,53,35,2,1,2,4,1,0
517,518,Australia,facebook,F,4,5,1,2,2,2.23,3.65,2.1,4.08,3.51,78.25,85.28,53.49,41.79,99.61,42,37,59,29,54,1,7,5,7,2,0
518,519,South America,instagram,F,0,2,6,2,0,3.36,4.1,4.5,4.06,3.19,38.12,24.79,50.33,73.71,82.9,38,23,56,33,36,2,4,3,3,5,0
519,520,Asia,instagram,M,2,4,3,5,5,1.03,3.12,3.7,3.47,2.82,77.17,87.5,30.06,72.06,38.9,25,20,32,39,48,4,1,2,4,1,1
520,521,South America,organic,F,4,0,4,4,0,2.53,3.49,1.17,4.55,2.57,81.99,88.8,24.83,63.1,69.14,32,39,59,35,24,1,5,2,6,1,0
521,522,North America,instagram,F,0,4,4,0,0,3.82,2.54,4.05,1.39,4.88,35.72,59.96,29.93,85.14,33.74,40,42,58,47,30,2,5,6,1,4,0
522,523,Europe,organic,F,2,5,0,3,3,1.04,3.8,3.37,1.75,3.31,39.58,52.05,21.52,84.74,78.54,38,34,29,35,60,5,6,3,4,2,0
523,524,Australia,google,F,0,0,0,0,0,1.58,3.42,2.93,3.41,4.45,22.27,79.14,67.31,59.38,48.46,47,47,53,45,60,5,1,2,1,7,0
524,525,South America,organic,F,3,3,5,1,4,2.09,1.04,2.56,2.35,3.39,34.75,25.23,30.88,68.38,78.39,43,48,37,58,43,5,5,2,1,7,1
525,526,South America,organic,M,2,2,3,-2,5,2.07,2.23,4.52,3.14,2.66,96.57,77.64,65.09,51.34,70.54,54,44,54,52,42,5,3,4,3,5,1
526,527,South America,google,M,0,1,0,5,0,3.56,4.03,2.93,3.16,3.84,89.39,23.69,40.71,70.83,33.41,38,22,33,59,20,3,5,7,6,1,0
527,528,Australia,facebook,F,0,1,0,7,0,4.11,2.94,2.07,2.53,1.09,31.29,26.64,75.63,42.36,34.4,54,28,57,36,41,2,5,5,4,5,0
528,529,Australia,google,M,4,3,0,0,0,3.19,3.41,4.38,1.1,2.56,99.49,77.56,31.07,78.22,98.08,45,49,34,49,20,2,6,7,3,4,0
529,530,South America,organic,M,0,2,3,0,6,3.7,3.55,4.65,4.31,1.61,41.22,44.28,43.41,59.63,81.37,22,40,21,35,52,2,1,5,5,6,0
530,531,South America,facebook,F,0,1,4,-2,5,4.36,3.51,2.43,4.86,1.58,74.89,96.64,28.74,54.04,68.03,27,56,43,23,46,1,2,6,1,4,1
531,532,Australia,organic,F,3,3,3,5,3,2.2,4.13,1.63,1.74,2.28,71.45,78.07,90.76,50.86,23.87,58,22,25,23,35,3,1,7,5,7,1
532,533,South America,google,F,5,2,6,5,4,1.46,1.81,2.89,3.55,1.68,28.88,86.49,24.0,98.07,46.78,43,44,46,44,47,6,6,7,2,2,0
533,534,South America,google,F,5,0,8,5,3,1.35,3.51,3.69,3.99,2.42,97.42,36.82,55.66,51.72,84.37,26,32,56,55,32,2,3,5,2,7,0
534,535,Asia,facebook,F,0,2,3,4,1,2.02,4.96,4.74,3.65,4.84,32.05,72.59,66.53,57.49,84.85,59,29,40,60,27,6,3,1,5,7,0
535,536,Asia,facebook,F,5,1,0,0,0,1.59,4.56,1.72,1.92,3.8,47.8,49.53,59.28,24.38,99.03,46,40,53,55,35,2,3,1,6,6,0
536,537,Australia,google,F,3,1,2,-1,5,1.47,2.27,3.51,3.78,1.28,55.79,95.63,23.38,90.6,66.63,41,55,33,23,44,6,2,5,2,7,1
537,538,North America,google,M,3,4,8,0,0,4.73,2.1,2.66,2.63,2.41,78.06,58.34,30.56,51.32,50.64,43,55,30,58,48,3,4,5,5,6,0
538,539,North America,google,M,2,4,1,0,2,2.7,4.5,2.17,2.54,3.08,20.91,77.33,87.76,40.31,93.62,56,56,32,43,49,7,5,1,3,6,0
539,540,Europe,organic,M,2,1,0,7,0,1.6,4.1,1.02,1.04,1.69,35.17,86.44,96.89,88.65,47.76,27,23,39,43,52,5,3,3,2,6,0
540,541,Europe,organic,M,4,0,4,0,0,4.27,2.57,1.13,3.42,3.56,67.11,68.26,40.79,71.35,27.26,47,54,51,23,31,7,6,3,4,1,0
541,542,South America,google,F,0,0,2,3,4,4.68,2.72,1.43,4.35,1.64,58.42,34.25,96.86,56.77,78.22,57,25,45,51,41,2,7,6,7,6,0
542,543,Australia,instagram,M,3,2,2,5,1,3.02,4.87,3.01,3.17,3.28,39.78,89.59,99.47,99.25,43.44,24,56,60,22,29,5,6,5,4,1,0
543,544,Australia,facebook,F,5,3,1,5,5,3.17,4.39,3.93,3.69,1.73,21.65,89.48,86.84,49.17,68.44,30,52,28,48,41,4,3,7,7,7,1
544,545,Australia,instagram,F,2,1,5,5,5,1.7,3.52,4.6,3.32,4.54,85.93,86.02,59.03,95.85,22.55,24,34,28,46,50,1,1,7,1,5,1
545,546,Australia,youtube,M,4,4,6,4,2,2.92,4.95,1.74,2.19,4.56,72.5,88.37,53.01,27.86,63.06,25,44,22,37,54,4,7,4,3,3,0
546,547,South America,youtube,F,0,5,0,2,5,4.3,3.03,1.65,3.84,4.11,35.13,99.9,75.01,54.05,22.8,24,35,60,59,31,4,5,4,6,3,1
547,548,North America,instagram,F,2,3,3,1,3,3.14,1.59,1.77,2.95,2.53,90.57,32.65,20.28,80.63,28.18,43,29,55,52,39,2,4,2,1,5,0
548,549,Australia,google,M,3,5,0,0,4,1.87,3.41,4.9,4.05,4.79,68.83,78.53,69.22,28.48,61.03,56,42,24,55,40,5,1,4,4,7,0
549,550,North America,organic,M,0,0,0,0,3,1.13,2.61,4.91,2.25,2.3,83.5,36.92,25.63,43.77,71.76,27,22,23,52,20,4,3,5,1,4,0
550,551,Asia,youtube,M,2,5,0,0,0,3.02,2.89,1.34,2.57,1.11,32.39,26.84,23.38,75.95,89.56,39,34,29,33,22,3,4,2,1,3,0
551,552,Australia,facebook,M,1,3,0,5,2,2.46,1.05,1.61,1.31,3.91,67.05,21.75,78.94,28.36,95.81,49,51,57,28,38,6,5,4,6,6,0
552,553,Europe,organic,F,1,0,0,0,1,2.59,2.81,2.56,1.57,4.12,61.83,30.16,76.41,57.75,46.86,46,48,37,28,40,4,6,5,3,7,0
553,554,Europe,organic,M,4,1,3,4,5,2.32,4.49,2.89,4.25,2.12,78.9,45.18,77.61,58.78,25.02,31,36,52,28,21,6,4,6,1,2,0
554,555,South America,organic,F,2,3,1,8,0,3.5,1.2,3.0,4.25,2.79,50.74,86.45,36.77,24.05,68.36,49,39,58,31,58,6,3,2,1,1,0
555,556,Asia,instagram,M,1,3,4,3,0,3.99,2.54,4.91,4.07,1.23,51.66,85.46,44.08,73.5,27.86,57,55,44,51,40,5,1,4,4,7,0
556,557,Europe,youtube,M,0,0,2,5,5,4.91,1.5,1.64,3.69,2.84,87.81,44.83,35.21,82.97,47.85,48,22,58,25,21,5,2,5,1,1,1
557,558,North America,youtube,M,3,4,5,5,5,4.64,1.98,1.4,4.27,1.8,69.29,98.42,62.8,79.58,51.74,21,28,45,59,52,3,7,1,1,4,1
558,559,Europe,facebook,M,4,1,7,0,1,1.17,2.53,1.06,4.55,3.49,88.09,64.56,48.27,85.64,70.46,39,27,59,22,28,7,1,4,5,2,0
559,560,North America,instagram,F,0,5,3,1,5,4.72,3.19,2.66,1.04,4.4,75.79,71.1,92.49,88.49,86.59,28,36,28,36,23,2,1,7,6,3,1
560,561,Europe,organic,M,2,3,0,3,6,4.19,4.37,2.93,4.26,1.29,76.96,49.72,92.39,72.14,67.62,37,34,23,25,53,7,2,5,1,7,0
561,562,Australia,organic,F,3,5,1,5,5,1.04,1.37,4.32,3.32,2.53,90.91,39.06,67.01,33.47,65.31,56,34,33,57,38,2,6,3,3,6,1
562,563,North America,youtube,F,3,2,0,1,0,2.19,2.74,4.52,3.91,1.71,50.92,60.9,39.6,33.76,20.95,54,26,28,36,52,2,6,2,6,3,0
563,564,Australia,organic,F,2,1,0,0,6,2.2,3.67,2.98,3.48,1.77,29.44,31.99,85.34,26.08,46.81,50,31,59,57,55,1,2,3,4,2,0
564,565,South America,instagram,F,5,3,1,0,0,1.38,4.39,1.22,2.68,3.2,96.12,78.52,36.45,22.26,25.38,57,40,31,58,45,4,2,2,7,3,0
565,566,North America,facebook,M,3,5,5,5,5,1.64,2.51,4.64,2.84,1.35,98.27,52.5,26.26,22.25,50.23,54,26,45,53,53,2,4,6,4,7,1
566,567,Europe,instagram,M,5,5,6,5,0,1.71,3.96,4.84,2.84,2.88,69.09,91.32,49.91,30.7,47.42,52,57,58,50,33,2,2,1,3,3,0
567,568,Asia,instagram,F,5,0,7,1,0,1.63,2.6,1.48,2.27,3.41,45.87,69.61,54.89,90.5,70.94,43,28,44,33,48,3,6,4,7,4,0
568,569,Australia,instagram,M,2,3,8,2,0,2.38,3.96,4.81,2.7,3.71,51.75,73.67,27.48,98.49,44.73,57,23,40,27,43,2,1,2,1,4,0
569,570,Europe,facebook,F,3,3,1,4,5,3.48,3.1,1.31,4.34,4.61,88.43,34.46,53.24,38.3,80.25,49,38,43,22,59,1,2,6,1,6,1
570,571,Australia,organic,M,3,3,3,5,3,3.44,3.06,1.39,4.06,1.4,54.59,82.88,77.87,78.64,74.2,42,47,50,44,44,2,7,7,6,1,1
571,572,Australia,instagram,M,2,1,3,-1,2,4.88,4.85,1.26,2.81,3.52,91.88,42.54,68.81,50.84,24.44,21,30,60,44,25,4,1,4,6,5,1
572,573,Europe,youtube,F,2,0,2,0,7,2.02,1.24,2.67,2.93,2.85,93.14,68.11,44.84,57.51,43.69,30,24,39,24,30,4,4,3,2,1,0
573,574,North America,instagram,F,3,4,0,0,4,3.28,1.87,4.91,3.95,4.61,95.79,85.42,65.62,31.92,87.53,52,34,24,32,28,1,2,2,4,4,0
574,575,Asia,youtube,M,3,4,0,5,3,1.78,4.74,4.47,2.58,3.53,30.73,20.22,91.29,68.69,45.15,34,34,60,51,20,1,3,5,6,5,1
575,576,South America,google,M,1,0,3,0,5,1.24,1.9,4.71,2.34,2.47,62.77,93.52,32.31,43.87,75.89,42,59,27,22,26,3,4,5,5,6,1
576,577,North America,youtube,F,3,2,0,3,3,1.44,2.09,4.41,2.55,4.25,67.25,24.94,67.13,21.09,22.93,32,46,25,59,29,5,5,4,4,7,0
577,578,Europe,google,F,2,5,1,5,0,3.54,1.05,2.47,3.48,3.74,99.83,69.62,57.68,61.66,43.45,54,34,59,48,57,6,5,3,1,2,1
578,579,North America,facebook,M,3,4,2,0,0,2.63,4.93,2.76,4.97,2.85,48.7,78.42,42.71,82.72,61.99,46,52,35,39,35,5,6,6,5,6,0
579,580,Asia,google,M,1,0,0,0,0,4.2,3.51,1.6,4.91,1.75,34.26,66.94,95.03,73.05,67.67,27,45,44,26,55,3,5,2,7,5,0
580,581,South America,google,F,5,5,2,4,5,4.89,2.16,2.16,2.86,2.6,41.25,83.16,38.84,79.99,54.3,23,45,43,48,33,2,7,3,1,7,1
581,582,Asia,organic,F,2,2,5,2,1,3.63,3.37,3.06,1.69,1.04,42.58,84.63,75.03,90.28,56.22,26,27,33,32,27,3,7,7,6,7,0
582,583,North America,organic,M,5,4,1,5,1,2.51,2.84,1.52,4.76,2.63,46.94,51.07,96.72,24.88,87.21,25,37,41,57,31,3,7,4,2,5,1
583,584,South America,facebook,F,0,4,0,5,2,1.6,1.53,2.99,1.64,2.58,44.79,21.46,27.76,49.75,44.16,44,29,20,57,20,7,6,5,5,5,0
584,585,North America,organic,M,1,5,0,4,5,1.61,4.11,3.46,2.9,1.66,51.62,28.46,64.42,77.31,43.36,54,28,48,54,48,2,6,3,2,2,1
585,586,Europe,youtube,M,0,0,0,5,0,3.09,1.28,1.26,1.0,2.27,35.68,80.61,55.04,24.85,86.52,59,28,57,30,26,7,5,2,7,4,0
586,587,South America,organic,F,2,2,0,1,2,1.95,2.34,4.88,4.44,2.16,27.16,30.79,88.92,33.97,79.51,58,56,56,21,27,6,3,5,1,3,0
587,588,Asia,google,M,1,5,0,1,6,4.45,3.4,3.37,4.84,2.4,86.91,79.7,67.33,30.04,25.2,46,56,35,53,29,7,5,7,1,7,0
588,589,Australia,youtube,F,1,1,1,5,5,4.06,4.34,2.01,3.06,1.93,67.73,82.69,63.86,80.83,54.82,43,42,38,56,33,1,6,3,7,1,1
589,590,Australia,youtube,F,1,5,1,0,5,3.39,2.79,4.51,3.77,4.62,54.29,84.03,42.37,95.33,90.79,41,20,26,32,47,1,5,3,1,6,1
590,591,Australia,instagram,F,2,0,0,0,6,4.68,1.5,3.36,4.89,4.39,82.59,80.2,21.07,49.08,88.59,36,33,37,30,32,2,1,3,5,4,0
591,592,Europe,youtube,M,3,2,1,0,0,3.22,3.68,3.73,1.36,1.17,53.05,36.0,77.2,22.02,77.93,52,29,21,50,47,2,2,7,2,1,0
592,593,Europe,facebook,M,1,4,0,1,5,1.45,3.3,1.65,1.1,2.26,38.56,58.35,74.84,62.9,85.73,39,59,32,59,26,2,4,2,1,3,1
593,594,Asia,instagram,M,5,5,4,5,5,4.07,4.99,2.57,2.93,2.13,82.38,25.3,78.96,40.68,85.65,33,36,44,26,51,5,6,7,4,3,1
594,595,Europe,facebook,F,0,1,0,0,3,2.83,4.12,4.98,4.71,4.02,31.33,53.59,49.89,31.41,48.45,24,34,34,45,26,5,5,2,6,2,0
595,596,South America,organic,F,4,5,0,8,0,3.58,4.06,4.81,3.29,1.85,78.97,22.31,90.03,90.42,42.48,54,42,40,59,20,5,2,4,3,5,0
596,597,North America,youtube,F,4,2,0,0,0,3.35,1.84,3.93,3.26,2.36,93.74,41.93,49.64,64.6,42.66,20,58,25,28,29,7,3,2,7,1,0
597,598,Australia,youtube,M,3,4,6,0,0,1.79,4.93,2.53,1.2,3.91,32.55,34.26,85.19,42.27,62.79,33,46,27,60,57,4,3,7,6,3,0
598,599,Asia,youtube,F,4,5,9,5,0,1.39,4.5,1.38,3.08,1.15,24.39,20.44,86.61,46.19,42.98,42,52,30,49,25,5,6,1,6,5,0
599,600,South America,facebook,M,0,3,3,3,0,1.83,3.02,1.21,4.16,2.76,47.99,99.85,91.47,63.38,99.95,44,28,44,22,56,7,7,2,3,7,0
600,601,Asia,google,F,5,1,3,2,0,3.0,2.72,4.25,3.53,3.2,94.67,62.22,97.01,54.29,84.42,45,39,52,44,27,2,3,7,4,7,0
601,602,Asia,facebook,F,1,5,1,0,2,4.95,1.13,2.3,2.52,2.99,34.89,72.71,92.03,85.83,51.84,22,29,39,55,40,5,3,2,4,3,0
602,603,Asia,organic,F,4,0,6,0,0,2.36,2.61,1.9,3.64,1.64,24.27,37.91,27.1,77.44,95.02,24,22,31,34,38,5,3,1,4,7,0
603,604,Australia,youtube,M,2,1,0,5,5,4.13,4.86,4.99,1.9,3.66,23.85,26.83,37.83,81.8,62.41,28,32,28,45,35,1,6,7,4,7,1
604,605,North America,youtube,F,4,0,3,6,0,4.62,1.91,3.82,1.13,4.3,72.43,76.33,88.25,35.35,59.11,37,35,52,39,35,7,4,1,2,7,0
605,606,Europe,instagram,M,4,5,0,4,0,1.12,1.35,2.66,4.78,1.5,39.64,60.47,29.03,60.5,85.91,41,51,43,46,35,7,4,3,6,5,0
606,607,Asia,google,M,3,4,6,1,0,3.27,3.69,3.12,4.48,1.63,41.81,31.44,85.96,43.69,95.42,27,22,41,51,52,6,2,3,2,2,0
607,608,Australia,google,F,0,4,5,-1,5,2.54,1.6,1.18,2.18,3.02,65.96,43.17,20.43,65.62,64.83,23,32,56,35,51,6,6,5,5,3,1
608,609,Asia,organic,F,5,3,2,0,5,3.3,3.05,2.98,3.9,1.36,40.57,73.1,93.89,94.57,71.66,55,50,47,41,52,5,5,1,3,6,0
609,610,North America,youtube,F,4,2,3,2,4,3.28,4.9,2.65,3.17,2.1,47.23,22.38,60.86,20.79,52.32,51,40,22,57,42,7,2,5,3,2,0
610,611,Europe,organic,F,1,5,9,5,4,2.79,3.51,2.21,1.28,2.37,85.65,26.12,56.55,73.39,67.13,58,25,23,53,39,1,1,6,5,7,0
611,612,Australia,youtube,M,4,0,3,0,3,2.82,4.98,2.67,1.18,4.28,39.9,88.71,45.61,73.5,35.26,60,41,58,58,58,4,1,3,3,1,0
612,613,Europe,google,M,5,2,0,0,0,4.56,3.76,3.4,1.79,2.11,74.39,48.43,37.7,81.17,51.79,25,54,42,25,23,2,1,6,2,7,0
613,614,Europe,youtube,F,4,3,1,2,5,2.74,4.09,2.62,4.95,1.23,26.51,53.02,92.88,36.2,57.63,36,46,52,50,48,5,5,5,3,4,1
614,615,Australia,google,M,1,2,5,5,5,1.64,3.41,1.37,3.8,4.48,95.62,98.17,40.97,22.32,53.19,53,42,57,56,21,2,6,7,3,1,1
615,616,North America,youtube,M,3,5,0,1,0,1.95,1.56,3.07,4.67,1.47,74.75,74.03,86.07,23.17,45.99,39,49,48,32,31,5,5,5,5,6,0
616,617,South America,instagram,M,5,2,7,1,0,3.66,2.09,4.04,1.25,3.86,97.3,89.84,20.51,26.2,35.47,59,45,26,37,51,3,7,2,4,6,0
617,618,Europe,youtube,M,4,2,0,3,5,2.56,1.16,2.99,1.97,2.08,58.23,58.05,83.3,21.02,95.71,38,41,46,26,30,6,2,7,4,5,1
618,619,South America,instagram,M,0,5,0,0,0,4.35,4.87,2.9,3.81,2.62,76.53,88.83,34.58,23.62,56.5,52,22,49,20,56,6,1,4,4,1,0
619,620,South America,facebook,M,2,3,0,6,0,2.9,2.45,1.09,3.64,1.01,85.8,62.12,34.52,55.28,73.54,45,26,20,51,30,7,1,3,3,4,0
620,621,South America,google,M,4,2,5,5,2,2.77,3.22,2.71,1.79,1.64,80.61,88.4,93.49,33.4,97.49,38,54,36,45,55,5,4,7,2,7,1
621,622,Europe,organic,M,2,5,4,5,-3,4.77,3.38,2.33,1.6,2.45,58.08,68.95,39.1,23.12,70.93,54,23,34,24,56,2,3,3,1,3,1
622,623,North America,youtube,F,4,4,1,1,3,2.21,4.2,4.23,1.8,4.59,20.79,59.52,63.96,92.16,48.93,53,30,57,48,40,3,7,1,7,2,0
623,624,North America,youtube,F,4,1,5,0,1,3.75,1.74,1.1,4.7,3.68,57.33,66.81,49.59,88.11,63.34,32,47,53,58,33,7,3,3,4,2,0
624,625,South America,facebook,M,4,4,2,4,3,3.46,4.78,2.16,3.13,3.75,65.7,68.34,68.28,72.12,42.85,26,54,60,31,55,5,7,5,5,1,1
625,626,South America,google,F,3,0,2,5,-1,3.18,2.23,1.15,4.39,1.55,44.92,82.01,45.42,37.43,66.85,53,40,43,58,47,1,5,6,6,7,1
626,627,South America,instagram,F,2,3,7,1,0,2.26,2.77,2.6,1.68,4.75,55.23,79.27,49.55,78.29,47.0,57,48,33,38,42,7,2,1,4,5,0
627,628,Asia,google,F,3,2,1,-3,5,1.78,1.6,2.62,2.92,4.63,69.14,79.8,97.0,79.27,53.33,47,50,31,42,26,7,7,1,7,4,1
628,629,Europe,youtube,M,3,2,1,3,0,2.51,4.74,2.37,1.32,3.2,34.46,93.89,82.34,72.53,57.0,33,32,24,22,22,2,1,6,3,1,0
629,630,Australia,instagram,M,0,0,4,0,0,4.61,4.03,2.86,3.43,4.53,50.02,45.06,80.35,43.55,31.12,51,24,50,33,25,6,6,3,7,2,0
630,631,South America,instagram,M,0,3,1,0,3,3.97,3.97,1.49,3.18,1.07,58.05,67.13,82.18,50.48,73.3,30,39,46,43,54,6,4,1,6,6,0
631,632,Australia,youtube,F,2,1,4,5,5,2.78,3.85,1.54,3.31,3.76,24.48,93.36,44.57,52.04,78.17,51,41,44,36,22,6,1,3,6,6,1
632,633,Europe,instagram,F,4,1,3,5,2,4.08,3.74,4.21,4.83,4.11,36.99,66.16,56.95,28.34,56.19,36,57,35,35,35,1,2,7,7,3,1
633,634,Australia,facebook,F,0,4,5,5,5,1.84,1.88,2.29,3.42,1.04,59.1,98.17,67.69,91.75,29.2,46,47,37,32,39,1,4,7,4,4,1
634,635,Australia,facebook,M,4,3,3,0,0,2.84,2.33,4.94,4.44,2.51,44.44,47.43,70.42,29.76,56.03,60,47,38,39,47,7,1,2,1,7,0
635,636,Europe,youtube,F,4,4,2,3,4,1.6,1.57,2.14,1.11,1.4,74.73,78.65,88.12,38.21,23.32,28,48,53,44,55,5,2,6,6,7,1
636,637,North America,youtube,M,0,0,0,1,3,3.18,1.22,2.85,4.88,3.06,96.05,83.29,89.96,74.04,57.01,25,44,43,36,54,2,4,4,7,4,0
637,638,North America,youtube,F,3,0,2,2,4,1.72,3.51,3.21,1.12,1.46,46.0,41.14,68.2,29.27,21.82,55,60,23,27,42,7,7,1,4,7,0
638,639,South America,google,F,2,2,3,6,0,2.84,3.94,4.28,3.23,4.42,73.65,71.53,77.14,78.3,40.95,60,40,46,37,21,7,7,5,3,3,0
639,640,Australia,google,M,0,5,3,4,-1,1.83,3.66,3.34,2.66,4.92,89.31,44.2,31.19,30.65,90.53,27,53,36,49,43,6,5,1,7,1,1
640,641,Asia,youtube,M,1,1,3,3,4,2.69,1.55,3.59,2.72,4.77,34.07,36.32,26.01,84.87,95.75,35,49,42,57,47,6,6,2,6,7,0
641,642,Asia,facebook,M,2,5,1,4,1,2.44,1.03,1.26,1.39,1.78,47.05,33.52,98.22,56.47,74.68,38,24,22,29,57,2,5,1,6,2,0
642,643,North America,organic,F,2,3,2,1,5,4.29,4.37,3.51,3.08,2.12,51.7,29.46,25.83,43.51,66.12,56,20,54,24,40,4,3,3,1,4,1
643,644,Australia,organic,M,1,2,0,7,2,3.81,4.74,1.16,2.18,2.36,64.46,25.87,59.47,75.29,36.65,38,35,26,28,57,7,3,3,6,5,0
644,645,Asia,google,F,2,5,0,3,5,2.49,2.84,4.95,2.06,4.33,52.4,32.28,33.18,38.41,38.77,42,60,46,22,29,5,6,5,3,1,1
645,646,South America,organic,F,5,5,0,2,5,4.96,2.75,4.1,4.12,3.73,75.52,85.78,30.73,22.07,75.69,41,47,23,36,27,3,1,4,1,7,0
646,647,Australia,facebook,M,0,4,0,0,5,1.52,2.34,3.73,1.02,2.65,59.8,37.66,53.03,81.72,90.45,39,45,38,23,54,7,2,1,1,3,0
647,648,Australia,google,F,5,1,2,2,0,2.96,1.52,4.83,2.69,4.97,65.24,69.14,59.04,63.6,21.76,25,40,39,26,59,7,1,4,4,2,0
648,649,Europe,youtube,M,0,3,2,5,0,2.66,1.5,1.84,4.7,2.15,77.22,91.84,41.31,64.13,27.25,60,55,46,44,59,4,1,6,2,7,1
649,650,Asia,google,M,1,1,0,2,0,1.69,2.81,1.25,3.15,2.1,55.97,69.42,88.25,67.9,62.11,57,31,20,27,29,5,1,1,7,5,0
650,651,Asia,organic,M,3,3,0,1,6,3.3,2.57,3.51,1.65,4.14,91.4,48.04,81.55,92.31,69.27,32,24,59,26,39,6,6,5,3,2,0
651,652,Australia,youtube,M,2,2,0,1,5,4.04,1.19,4.37,2.52,1.95,77.05,25.19,22.59,39.13,65.1,32,31,23,39,49,5,1,3,1,7,1
652,653,North America,facebook,M,4,1,4,4,5,1.29,4.88,1.22,1.31,2.01,86.62,64.94,20.94,46.34,65.71,42,31,56,57,27,7,5,3,3,5,1
