userID,age,sessions,time_spent,pages_visited,cart_items,cart_value,checkout_status,device,location
1082,36,8,20.35509158,5,13,131.1,0,Mobile,Location 1
1083,46,3,6.374701826,1,8,75.09,0,Tablet,Location 5
1084,18,3,14.72389251,3,20,159.95,0,Mobile,Location 4
1085,39,2,6.726199675,2,8,59.17,0,,Location 4
1086,42,4,34.63782616,11,14,132.62,1,Mobile,Location 4
1087,27,3,30.84343793,6,18,185.84,1,Desktop,Location 2
1088,26,6,30.66022436,7,19,156.28,1,Desktop,Location 3
1089,36,8,23.62122787,4,21,198.76,0,Tablet,Location 2
1090,29,1,17.01071091,3,14,133.18,0,Tablet,Location 3
1091,46,7,31.81785242,6,12,132.56,1,Mobile,Location 1
1092,35,7,9.029766614,1,20,258.9,0,Mobile,Location 1
1093,33,2,24.88414554,5,25,180.67,0,Desktop,Location 1
1094,21,1,29.05932499,6,10,78.62,1,Desktop,Location 4
1095,60,7,45,12,19,222.79,0,Mobile,Location 4
1096,42,6,25.23135234,6,21,227.38,0,Desktop,Location 1
1097,39,8,40.18451108,10,24,174.6,0,Desktop,Location 5
1098,46,7,27.79759548,6,22,171.72,0,Mobile,Location 4
1099,39,7,20.72188915,3,7,88.03,0,Mobile,Location 5
1100,32,8,16.12551058,3,21,171.49,0,Mobile,Location 1
1101,65,2,38.34677745,8,15,86,1,Desktop,Location 2
1102,19,8,28.35958334,5,15,165.35,1,Desktop,Location 3
1103,30,8,33.18613361,7,7,65.56,0,Desktop,Location 2
1104,29,4,33.01433454,8,14,183.29,1,Mobile,Location 1
1105,43,9,25.98092739,8,12,98.75,1,Mobile,Location 4
1106,57,8,28.52252561,6,12,128.29,1,Mobile,Location 4
1107,29,8,19.55103804,5,21,165.5,0,Desktop,Location 2
1108,44,2,26.81174434,6,5,53.08,0,Desktop,Location 3
1109,63,7,32.31654441,7,21,261.06,0,Desktop,Location 5
1110,52,9,27.47470489,6,12,120.89,1,Desktop,Location 1
1111,19,1,27.1344939,6,21,173.16,0,Tablet,Location 4
1112,34,5,18.32006749,5,14,165.73,0,Desktop,Location 5
1113,19,4,17.92352226,3,17,165.18,0,Desktop,Location 1
1114,34,9,18.05950655,5,17,142.11,0,Mobile,Location 3
1115,51,7,27.39942697,7,20,228.18,1,Desktop,Location 5
1116,51,7,25.37708494,5,8,71.51,1,Desktop,Location 4
1117,62,5,20.90035326,4,17,216.51,0,Desktop,Location 1
1118,56,5,27.03692619,7,13,149.08,1,Mobile,Location 3
1119,58,8,24.52158965,4,13,127.42,0,Desktop,Location 1
1120,26,1,37.51751728,8,6,62.01,0,Mobile,Location 3
1121,31,3,35.56326353,8,21,247.85,0,Desktop,Location 5
1122,60,8,20.20822598,4,5,54.43,0,Desktop,Location 3
1123,37,5,33.71297231,8,15,122.07,1,Desktop,Location 4
1124,50,4,25.230331,5,21,168.62,0,Tablet,Location 3
1125,41,1,28.12016861,6,5,46.57,0,Mobile,Location 3
1126,22,4,34.38484841,9,9,75.29,1,Mobile,Location 2
1127,49,1,26.38218335,7,21,167.59,0,Tablet,Location 2
1128,40,6,45,10,21,194.8,0,Mobile,Location 3
1129,18,2,27.1160994,6,10,118.18,1,Desktop,Location 4
1130,55,3,15.66059375,3,17,162.15,0,Tablet,Location 1
1131,49,2,11.29563663,3,7,70.98,0,Mobile,Location 1
1132,33,4,34.53294055,8,14,144.23,1,Desktop,Location 3
1133,37,5,34.57494763,8,20,222.47,1,Tablet,Location 1
1134,33,3,28.32825247,7,24,286.62,0,Desktop,Location 3
1135,30,4,17.96068975,5,25,121.18,0,Desktop,Location 5
1136,63,2,36.91436587,7,9,87.22,1,Mobile,Location 1
1137,28,2,26.67428139,5,9,65.57,1,Tablet,Location 5
1138,59,7,27.04637539,5,19,231.52,1,Desktop,Location 4
1139,34,5,24.94840345,5,23,297.64,0,Desktop,Location 3
1140,24,9,21.28145265,5,8,91.48,0,Tablet,Location 4
1141,39,4,8.704495352,1,10,88.28,0,Mobile,Location 5
1142,48,2,14.84966275,2,21,107.32,0,Desktop,Location 2
1143,21,1,34.66283795,8,12,93.63,1,Tablet,Location 5
1144,34,2,26.94539249,5,15,153.18,1,Tablet,Location 1
1145,18,8,33.54843601,9,8,71.08,1,Desktop,Location 2
1146,19,1,34.75374121,7,9,66.81,1,Desktop,Location 1
1147,50,9,14.58079496,3,18,195.44,0,Desktop,
1148,61,5,27.08051478,6,12,138.83,1,Mobile,Location 4
1149,36,8,34.4473853,8,5,49.68,0,Mobile,Location 2
1150,36,2,42.3670284,10,24,248.22,0,Mobile,Location 4
1151,40,9,45,11,23,243.49,0,Mobile,Location 1
1152,33,9,20.1778643,4,11,110.46,0,Desktop,Location 3
1153,33,2,29.79410625,6,12,127.28,1,Desktop,Location 1
1154,46,5,39.85118397,9,10,105.07,1,Desktop,Location 3
1155,25,2,37.81894778,9,5,52.83,0,Mobile,Location 5
1156,45,2,45,11,21,163.15,0,Desktop,Location 4
1157,42,6,37.54053333,11,20,182.63,1,Tablet,Location 5
1158,42,1,10.37998771,2,16,217.29,0,Tablet,Location 2
1159,30,5,22.59820218,4,19,156.31,0,Tablet,Location 1
1160,31,9,5,2,19,235.51,0,Mobile,Location 3
1161,36,8,42.10978461,11,22,169.47,0,Mobile,Location 2
1162,32,5,8.028473559,1,16,126.06,0,Desktop,Location 5
1163,32,6,30.83266628,5,12,145.86,1,Desktop,Location 3
1164,38,1,43.76037915,8,9,106.74,0,Desktop,Location 1
1165,25,3,7.57128558,1,5,53.37,0,Desktop,Location 2
1166,62,3,27.60075137,6,17,148.47,1,Mobile,Location 2
1167,61,2,18.97825131,4,23,174.41,0,Mobile,Location 3
1168,45,2,14.23764463,2,19,147.23,0,Mobile,Location 1
1169,62,9,32.67245284,9,6,64.13,0,Tablet,Location 3
1170,33,4,43.66163191,10,15,196.39,0,Tablet,Location 4
1171,41,4,18.70233758,6,24,234.58,0,Desktop,Location 1
1172,29,7,16.89199245,3,20,204.49,0,Tablet,Location 3
1173,31,9,42.62620776,8,14,98.58,0,Desktop,Location 1
1174,47,5,40.77750551,9,13,131.94,0,Tablet,Location 3
1175,49,5,19.09100227,4,19,134.6,0,Desktop,Location 5
1176,64,6,28.6941253,8,15,189.22,1,Tablet,Location 1
1177,36,9,24.4357534,5,25,240.89,0,Desktop,Location 5
1178,22,5,31.63757046,7,14,110.15,1,Desktop,Location 4
1179,46,8,33.33842646,8,10,85.05,1,Desktop,Location 3
1180,19,9,5,1,24,284.46,0,Desktop,Location 5
1181,41,3,19.87030358,4,13,123.02,0,Desktop,Location 1
1182,34,5,32.84349197,9,20,216.11,1,Desktop,Location 3
1183,59,2,30.24297611,8,20,167.08,1,Mobile,Location 1
1184,44,6,38.11525298,10,25,173.58,0,Desktop,Location 3
1185,20,6,12.6960618,4,15,152.5,0,Mobile,Location 2
1186,65,2,35.44096322,8,11,140.64,1,Tablet,Location 4
1187,35,9,17.65265651,2,15,150.8,0,,Location 3
1188,38,9,29.40515424,8,15,106.8,1,Desktop,Location 5
1189,56,9,17.58141943,3,12,112.45,0,Desktop,Location 2
1190,18,1,26.55654741,5,16,193.88,1,Mobile,Location 4
1191,24,1,23.89369248,4,8,54.55,0,Tablet,Location 1
1192,62,6,38.78225106,8,7,47.11,0,Desktop,Location 3
1193,40,4,29.37961338,6,22,240.98,0,Tablet,Location 1
1194,33,6,29.76461445,5,20,133.55,1,Desktop,Location 1
1195,28,5,38.2692715,10,16,194.64,1,Mobile,Location 4
1196,52,2,17.28546716,6,6,39.25,0,Tablet,Location 3
1197,58,2,24.95924691,6,14,193.21,0,Desktop,Location 4
1198,56,3,22.29801212,5,23,266.16,0,Desktop,Location 2
1199,39,4,26.97815935,7,6,41.61,0,Desktop,Location 2
1200,52,6,42.3841132,11,22,250.03,0,Tablet,Location 1
1201,50,3,11.98381849,3,23,230.2,0,Mobile,Location 4
1202,60,4,27.53238196,6,11,119.91,1,Desktop,Location 5
1203,62,2,20.82827882,5,18,159.19,0,Tablet,Location 4
1204,53,8,23.12214296,6,13,190.53,0,Desktop,Location 4
1205,59,4,35.7864209,9,12,124.77,1,Tablet,Location 3
1206,57,5,18.83938578,6,7,49.78,0,Desktop,Location 1
1207,45,1,31.16746607,8,8,56.97,1,Tablet,Location 4
1208,28,2,25.60021612,5,18,195.52,1,Mobile,Location 5
1209,22,9,28.7734323,8,8,93.04,1,Desktop,Location 2
1210,35,2,25.68901588,5,16,181.51,1,Desktop,Location 4
1211,21,8,15.85478026,4,8,99.2,0,Desktop,Location 5
1212,55,6,15.45302777,4,12,91.09,0,Desktop,Location 3
1213,48,3,18.457468,4,11,84.64,0,Mobile,Location 3
1214,41,5,7.790402605,1,6,69.53,0,,Location 5
1215,47,2,11.08610505,1,23,228.34,0,Mobile,Location 4
1216,56,9,24.61071917,5,11,90.46,0,Tablet,Location 3
1217,48,4,21.72794987,4,22,264.28,0,Desktop,Location 1
1218,29,2,22.53775342,5,5,25.84,0,Mobile,Location 5
1219,20,2,34.61381635,8,16,174.07,1,Desktop,Location 5
1220,47,1,16.92849382,2,6,57.23,0,Tablet,Location 3
1221,25,3,26.39876546,6,21,267.79,0,Desktop,Location 4
1222,27,2,14.80317194,3,25,250.83,0,Mobile,Location 4
1223,41,1,17.69586234,4,8,88.56,0,Desktop,Location 2
1224,18,7,17.95493571,4,24,293,0,Tablet,Location 4
1225,35,6,39.4968354,10,8,92.82,1,Desktop,Location 1
1226,58,7,43.21574361,8,18,158.64,0,Desktop,Location 1
1227,39,7,36.92179557,5,16,201.25,1,Mobile,Location 4
1228,48,6,31.50034994,7,18,212.23,1,Desktop,Location 3
1229,44,9,15.35954226,4,25,353.35,0,Desktop,Location 4
1230,33,2,42.1936886,12,14,101.98,0,Desktop,Location 3
1231,35,8,45,10,8,75.67,0,Desktop,Location 5
1232,28,7,29.02766777,7,23,262.83,0,Desktop,Location 4
1233,35,4,26.65815053,5,8,73.07,1,Tablet,Location 2
1234,21,7,19.70642919,4,24,257.97,0,Mobile,Location 1
1235,57,5,33.8777274,8,11,105.15,1,Desktop,Location 2
1236,27,7,24.31427173,4,6,69.97,0,Mobile,Location 5
1237,47,7,30.43675639,8,5,56.84,0,Mobile,Location 4
1238,21,8,23.82374731,6,23,200.05,0,,Location 3
1239,25,1,19.76051217,5,6,51.69,0,Mobile,Location 3
1240,34,4,14.22271819,5,22,146.98,0,Tablet,Location 2
1241,52,3,14.03774039,1,6,58.91,0,Tablet,Location 2
1242,22,4,7.204370479,2,14,130.92,0,Desktop,Location 4
1243,44,8,29.96438738,7,18,201.46,1,Mobile,Location 2
1244,54,4,6.059580078,1,9,74.31,0,Desktop,Location 4
1245,24,4,20.59881745,5,12,115.72,0,Desktop,Location 3
1246,50,4,22.19961438,7,6,57.87,0,Mobile,Location 4
1247,35,8,24.47437711,5,13,108.09,0,Mobile,Location 3
1248,55,4,45,10,11,114.88,0,Desktop,Location 3
1249,45,9,11.49324162,3,21,203.78,0,Mobile,Location 3
1250,32,7,10.04136061,2,13,160.07,0,Mobile,Location 5
1251,40,7,27.36814903,6,14,126.48,1,Mobile,Location 4
1252,49,3,14.26487435,2,14,142.83,0,Tablet,Location 4
1253,26,4,31.24244866,8,18,164.95,1,Desktop,Location 4
1254,47,5,19.37874937,5,5,46.93,0,Tablet,Location 4
1255,46,7,15.27483207,3,12,119.7,0,Desktop,Location 4
1256,49,6,18.81136375,3,21,96.95,0,Desktop,Location 2
1257,52,6,31.82377053,8,18,248.57,1,Desktop,Location 5
1258,35,3,14.073394,2,18,169.08,0,Mobile,Location 2
1259,46,2,25.74992742,5,17,193.64,1,Desktop,Location 3
1260,65,9,45,10,7,52.94,0,Desktop,Location 1
1261,34,6,8.567562419,1,20,180.52,0,Desktop,Location 3
1262,26,3,5,1,5,47.14,0,Desktop,Location 5
1263,62,5,37.51243055,8,10,90.56,1,Desktop,Location 1
1264,25,5,26.86659074,9,14,144.35,1,Mobile,Location 3
1265,30,2,30.38913002,7,19,129.56,1,Desktop,Location 4
1266,50,5,23.23840265,5,24,310.29,0,Desktop,Location 2
1267,38,7,42.9080351,10,8,37.8,0,Desktop,Location 3
1268,61,3,18.7147547,3,18,243.07,0,,Location 4
1269,29,4,11.12808475,4,25,377.98,0,Tablet,Location 1
1270,47,4,25.37052801,7,23,257.68,0,Desktop,Location 5
1271,58,5,29.58676318,8,17,133.46,1,Mobile,Location 2
1272,18,8,24.75360994,7,14,193.52,0,Desktop,Location 1
1273,38,6,11.58375724,4,6,34.89,0,Desktop,Location 4
1274,63,3,9.755635966,2,12,126.43,0,Desktop,Location 4
1275,46,1,18.26352323,5,22,142.31,0,Desktop,Location 2
1276,31,1,35.27475799,7,6,66.86,0,,Location 3
1277,55,4,45,12,13,100.19,0,Desktop,Location 3
1278,65,8,16.329293,2,14,185.64,0,Tablet,Location 5
1279,57,4,28.55701399,5,6,58.94,0,Mobile,Location 1
1280,22,2,25.81629211,6,11,117.73,1,Desktop,Location 2
1281,64,4,21.82642879,5,23,176.21,0,Tablet,Location 1
1282,30,7,36.91903498,9,5,46.48,0,Mobile,Location 1
1283,55,8,39.28730213,8,9,58.41,1,Tablet,Location 3
1284,22,5,18.021775,4,22,247.46,0,Desktop,Location 1
1285,59,3,14.37590044,5,24,283.34,0,Mobile,Location 4
1286,54,1,25.31080063,6,12,125.34,1,Desktop,Location 4
1287,34,3,23.63778612,7,15,145.36,0,Desktop,Location 2
1288,36,2,23.53003174,5,6,44.68,0,Mobile,Location 2
1289,55,1,14.51684625,2,9,106.25,0,Mobile,Location 1
1290,48,7,37.46163938,8,23,211.77,0,Mobile,Location 4
1291,64,4,20.38496446,4,20,258.1,0,Mobile,Location 1
1292,53,4,26.7678592,7,15,191.64,1,Desktop,Location 4
1293,18,7,28.05253294,7,17,206.21,1,Mobile,Location 5
1294,27,7,24.69077953,6,8,83.45,0,Tablet,Location 5
1295,51,6,33.97735601,9,12,77.22,1,Desktop,Location 3
1296,30,4,38.96893967,8,15,118.01,1,Mobile,Location 3
1297,24,5,37.99727569,8,6,72.71,0,Tablet,Location 4
1298,54,1,17.51885626,3,21,234.95,0,Desktop,Location 5
1299,53,9,26.33553456,5,6,43.36,0,Tablet,Location 1
1300,56,1,33.75179514,8,11,140.5,1,Desktop,Location 4
1301,54,2,19.4120975,4,18,146.91,0,Tablet,Location 3
1302,48,5,27.71624698,8,20,218.89,1,Mobile,Location 2
1303,37,1,20.15487308,3,7,65.01,0,Mobile,Location 2
1304,56,5,17.51577393,5,21,204.23,0,Desktop,Location 5
1305,62,5,40.15291661,9,13,145.95,0,Mobile,Location 2
1306,53,3,25.25076667,5,7,87.15,0,Desktop,Location 2
1307,32,9,19.48681369,4,15,166.75,0,Tablet,Location 2
1308,47,3,39.74717743,9,19,147,1,Desktop,Location 1
1309,35,2,38.88370641,11,15,100.58,1,Tablet,Location 1
1310,21,6,15.83002921,1,12,95.16,0,Desktop,Location 3
1311,47,8,10.20821041,2,15,60.18,0,Mobile,Location 3
1312,45,6,37.82149193,9,10,106.66,1,Mobile,Location 5
1313,21,5,24.3661641,5,6,74.13,0,Desktop,Location 2
1314,51,7,23.7828797,5,10,102.17,0,Tablet,Location 4
1315,45,6,10.71873749,2,15,152.11,0,Desktop,Location 1
1316,54,4,31.46428429,7,5,56.64,0,Mobile,Location 3
1317,39,9,31.52094605,6,13,115.56,1,Desktop,Location 3
1318,57,8,25.95945986,6,11,107.22,1,Mobile,Location 4
1319,60,1,24.13673488,6,14,181.31,0,Mobile,Location 1
1320,28,6,21.8453542,6,14,138.74,0,Desktop,Location 3
1321,47,9,39.58478612,9,23,225.79,0,Desktop,Location 1
1322,47,7,17.00709959,5,20,172.82,0,Desktop,Location 2
1323,42,7,21.75994885,7,17,184.29,0,Tablet,Location 5
1324,34,6,23.96199274,4,23,160.92,0,Desktop,Location 4
1325,18,8,28.05302247,9,19,186.65,1,Desktop,Location 5
1326,54,2,30.24845977,6,25,277.77,0,Tablet,Location 1
1327,52,1,6.780906704,2,9,90.52,0,Tablet,Location 1
1328,31,1,26.71001285,4,17,136.8,1,Desktop,Location 5
1329,19,3,36.95564022,9,16,176.85,1,Desktop,Location 4
1330,20,6,45,10,21,230.77,0,Desktop,Location 1
1331,20,9,28.40380422,6,14,186.82,1,Desktop,Location 2
1332,37,1,28.45376709,6,12,128.27,1,Desktop,Location 5
1333,30,7,45,10,9,107.01,0,Mobile,Location 5
1334,48,4,16.49074076,2,22,269.03,0,Desktop,Location 1
1335,57,8,11.01333599,3,20,120.92,0,Desktop,Location 2
1336,39,6,23.34677423,6,11,77.24,0,Mobile,Location 4
1337,31,1,38.75489166,9,20,163.21,1,Tablet,Location 2
1338,44,4,24.27395944,5,12,118.07,0,Desktop,Location 5
1339,30,8,37.54266785,10,8,80.6,1,Desktop,Location 5
1340,18,5,21.45801524,6,22,193.68,0,Mobile,Location 5
1341,19,7,41.90692886,12,10,116.54,0,Desktop,Location 5
1342,54,9,42.46102967,10,21,169.61,0,Desktop,Location 5
1343,28,3,39.35454643,10,6,69.62,0,Desktop,Location 1
1344,60,2,27.43127815,6,23,186.98,0,Tablet,Location 3
1345,50,3,31.4900069,7,17,194.4,1,Mobile,Location 4
1346,46,9,18.8423828,6,21,160.28,0,Desktop,Location 1
1347,20,4,18.78802175,3,14,162.44,0,Desktop,Location 5
1348,46,7,32.53837346,6,7,74.39,0,Mobile,Location 5
1349,19,2,22.56912643,5,5,30.6,0,Tablet,Location 1
1350,31,8,23.05413095,6,9,97.4,0,Desktop,Location 4
1351,37,4,41.52883451,10,17,140.51,0,Desktop,Location 5
1352,65,1,5,1,17,165.91,0,Mobile,Location 1
1353,35,6,14.92461095,2,23,201.43,0,Mobile,Location 1
1354,54,9,13.24255338,3,23,182.63,0,Mobile,Location 5
1355,25,8,19.76624588,6,12,108.01,0,Tablet,Location 4
1356,24,6,27.38638259,5,15,141.73,1,Desktop,Location 1
1357,27,7,35.87347443,10,11,136.35,1,Desktop,Location 4
1358,33,9,38.62725544,8,12,147.55,1,Desktop,Location 2
1359,36,4,29.18852367,7,13,134.19,1,Desktop,Location 1
1360,47,7,32.36762304,7,21,162.61,0,Desktop,Location 3
1361,60,1,25.67656226,4,10,98.74,1,Tablet,Location 2
1362,36,6,21.69123843,7,18,123.59,0,Mobile,Location 5
1363,20,2,19.7852558,4,6,55.01,0,Tablet,Location 5
1364,47,4,22.36642906,6,8,79.61,0,,Location 4
1365,35,1,19.72406632,5,12,140.44,0,Desktop,Location 3
1366,53,4,31.89996765,7,8,65.39,1,Desktop,Location 4
1367,37,3,21.52040727,5,7,68.26,0,Desktop,Location 1
1368,34,2,18.41645617,3,22,246.64,0,Mobile,Location 1
1369,41,2,29.84042752,6,20,210.44,1,Desktop,Location 2
1370,30,2,36.39413583,8,14,114.4,1,Desktop,Location 5
1371,53,8,17.5500554,3,19,223.95,0,Mobile,Location 4
1372,63,9,9.983858306,2,16,122.85,0,Desktop,Location 4
1373,20,5,42.84900509,12,16,146.52,0,Tablet,Location 5
1374,38,3,41.91746247,10,9,80.32,0,Desktop,Location 3
1375,21,4,33.6661274,9,22,208.83,0,Mobile,Location 2
1376,35,9,17.47219683,6,11,115.78,0,Mobile,Location 4
1377,62,8,37.08906238,9,5,55.88,0,Tablet,Location 4
1378,56,2,17.10028118,4,10,97.72,0,Desktop,Location 4
1379,60,9,22.42577299,5,9,95.87,0,Desktop,Location 2
1380,28,7,13.86222783,4,20,214.59,0,Desktop,Location 2
1381,55,9,24.33762543,6,11,89.46,0,,Location 4
1382,60,1,22.57925698,3,11,96.26,0,Desktop,Location 5
1383,58,4,33.71059757,6,25,307.5,0,Mobile,Location 3
1384,65,2,17.84478449,5,22,176.71,0,Desktop,Location 2
1385,45,2,14.87142104,4,21,120.98,0,Tablet,Location 2
1386,22,2,25.46085747,4,8,62.05,1,Desktop,Location 5
1387,40,3,25.24880065,8,5,52.28,0,Mobile,Location 3
1388,55,3,14.50473267,3,16,166.86,0,Mobile,Location 2
1389,53,5,31.04985923,8,24,269.05,0,Mobile,Location 2
1390,48,3,28.67309683,6,18,237.36,1,Mobile,Location 5
1391,25,8,26.11753306,6,25,235.9,0,Tablet,Location 4
1392,42,5,28.5322186,7,18,151.38,1,Tablet,Location 2
1393,42,1,6.258959883,1,8,69.55,0,Desktop,Location 1
1394,65,8,24.69621519,6,10,68.11,0,Desktop,Location 1
1395,33,8,18.04008248,4,5,55.5,0,Desktop,Location 4
1396,28,5,18.05888513,4,17,214.13,0,Desktop,Location 5
1397,37,2,5,1,18,168.87,0,Tablet,Location 2
1398,31,7,8.941508926,2,21,241.33,0,Desktop,Location 3
1399,57,9,27.75209168,5,10,110.11,1,Desktop,Location 4
1400,55,1,32.58087545,6,14,123.92,1,Mobile,Location 2
1401,57,5,20.30230673,4,18,198.78,0,Desktop,Location 3
1402,36,6,26.3726253,6,18,138.43,1,Mobile,Location 1
1403,25,9,25.49938862,5,16,166.49,1,Desktop,Location 2
1404,42,7,24.03092488,5,17,193.8,0,Mobile,Location 3
1405,50,1,11.38416384,3,5,52.46,0,Desktop,Location 5
1406,62,1,23.76158465,5,20,247.03,0,Mobile,Location 4
1407,57,8,35.84977425,8,5,55.19,0,Desktop,Location 4
1408,58,2,7.697133923,2,12,156.58,0,Desktop,Location 2
1409,65,1,24.60288843,5,24,297.83,0,Desktop,Location 2
1410,54,6,21.76760264,7,24,246.23,0,Mobile,Location 3
1411,60,9,33.44197943,7,25,229.11,0,Mobile,Location 5
1412,34,2,28.28297244,7,23,175.2,0,Tablet,Location 5
1413,44,5,7.473028993,1,20,214.57,0,Mobile,Location 2
1414,58,2,7.788936238,1,5,65.33,0,Desktop,Location 5
1415,34,9,30.79706138,8,11,163.51,1,Desktop,Location 1
1416,64,1,23.90683037,5,15,96.98,0,Desktop,Location 2
1417,50,3,8.805919893,1,25,226.81,0,Mobile,Location 3
1418,48,9,32.17605759,8,13,163.03,1,Tablet,Location 1
1419,38,5,9.854773223,1,15,165.67,0,Mobile,Location 2
1420,41,1,12.55426678,1,17,184.58,0,Desktop,Location 2
1421,33,8,25.57085067,6,18,199.15,1,Tablet,Location 4
1422,62,8,11.25467944,6,13,149.95,0,Desktop,Location 5
1423,37,4,14.61901616,3,7,67.17,0,Tablet,Location 4
1424,52,7,25.91974047,7,18,149.64,1,,Location 1
1425,45,2,38.44057672,9,13,80.06,1,Mobile,Location 4
1426,63,9,8.030759778,2,17,178.6,0,Tablet,Location 1
1427,52,5,37.4180743,9,18,175.18,1,Desktop,Location 1
1428,35,6,22.23119951,3,17,196.88,0,Mobile,Location 5
1429,41,4,17.81486236,2,22,258.27,0,Mobile,Location 2
1430,45,2,15.39987706,2,15,157.78,0,Mobile,Location 2
1431,31,9,36.74286623,8,11,130.74,1,Desktop,Location 4
1432,41,6,22.77526768,6,7,66.9,0,Mobile,Location 5
1433,48,8,32.68773916,8,13,100.36,1,Desktop,Location 1
1434,23,5,21.75184147,4,17,192.66,0,Tablet,Location 5
1435,57,4,14.7355517,3,9,94.88,0,Desktop,Location 1
1436,51,8,12.09220202,2,24,193.83,0,Desktop,Location 5
1437,52,5,22.28317219,7,23,211.71,0,Mobile,Location 4
1438,46,5,35.73379597,9,6,63.1,0,Desktop,Location 4
1439,19,1,26.21059023,5,15,198.14,1,Desktop,Location 4
1440,22,8,21.97444447,4,16,116.25,0,Desktop,Location 4
1441,39,6,21.57136402,6,18,256.04,0,Desktop,Location 4
1442,26,4,22.63729646,5,19,103.49,0,Mobile,Location 2
1443,51,2,16.15123925,5,25,246.67,0,Desktop,Location 2
1444,53,3,6.551632836,2,21,158.24,0,Tablet,Location 4
1445,53,8,17.03440772,3,10,65.2,0,Desktop,Location 4
1446,43,1,13.23223257,3,22,246.47,0,Desktop,Location 2
1447,23,5,16.44243987,4,12,140.11,0,Desktop,Location 3
1448,19,6,10.52561243,3,24,251.13,0,Mobile,Location 4
1449,53,5,25.58780158,5,22,276.1,0,Desktop,Location 3
1450,25,3,8.987242161,1,23,196.95,0,Desktop,Location 2
1451,19,3,32.03507432,7,8,79.43,1,Desktop,Location 4
1452,19,3,10.25113341,1,19,191.08,0,Mobile,Location 4
1453,25,2,33.82350236,8,23,205.31,0,Desktop,Location 2
1454,43,8,16.21663536,5,11,124.13,0,Desktop,Location 2
1455,54,2,35.57105289,9,17,178.41,1,,Location 5
1456,31,8,27.02303077,6,22,268.31,0,Desktop,Location 5
1457,62,8,26.00261092,6,9,95.26,1,Desktop,Location 2
1458,45,4,27.55668498,7,5,45.69,0,Mobile,Location 1
1459,50,2,25.39942133,6,7,63.55,0,Mobile,Location 2
1460,61,8,21.81056165,5,20,213.12,0,Desktop,
1461,37,8,30.25419606,7,8,82.74,1,Desktop,Location 2
1462,52,8,44.5074536,10,17,199.5,0,Desktop,Location 2
1463,63,9,40.49735044,11,23,292.49,0,Desktop,Location 5
1464,54,4,7.310243943,1,20,183.13,0,Desktop,Location 5
1465,34,1,35.72747484,9,15,179.46,1,Mobile,Location 1
1466,60,8,45,10,5,50.71,0,Desktop,Location 3
1467,61,6,10.25688625,2,12,144.98,0,Mobile,Location 4
1468,21,6,5.737024697,1,19,211.87,0,Mobile,Location 5
1469,26,6,23.48424897,6,13,175.47,0,Desktop,Location 4
1470,37,6,45,10,20,199.52,0,Mobile,Location 1
1471,64,3,17.87324915,3,11,122.71,0,Desktop,Location 3
1472,18,1,34.20892242,9,24,190.04,0,Desktop,Location 3
1473,38,5,24.52663893,5,5,42.96,0,Desktop,Location 2
1474,50,9,25.50260347,7,24,234.31,0,Desktop,Location 2
1475,52,7,23.97355165,5,23,304.92,0,Desktop,Location 3
1476,61,2,20.17034381,5,24,207.49,0,Desktop,Location 2
1477,23,6,10.9521173,1,12,92.92,0,Mobile,Location 4
1478,39,7,26.2073749,6,16,181.76,1,Desktop,Location 4
1479,42,8,12.15510689,1,16,163.54,0,Desktop,Location 1
1480,20,5,22.64673592,6,25,362.37,0,Mobile,Location 3
1481,25,8,12.56928664,3,23,268.62,0,Mobile,Location 2
1482,62,7,45,11,25,184.85,0,Desktop,Location 2
1483,29,9,22.77922765,3,25,221.14,0,Tablet,Location 4
1484,46,1,21.27454011,3,25,344.48,0,Mobile,Location 1
1485,49,4,32.76856282,7,23,142.92,0,Mobile,Location 1
1486,19,7,30.60563416,7,8,48.38,1,Tablet,Location 3
1487,34,9,23.95887721,5,14,125.36,0,Desktop,Location 5
1488,36,6,7.014893892,1,11,121.62,0,Mobile,Location 3
1489,32,5,27.57285026,7,25,346.81,0,Desktop,Location 3
1490,39,9,21.83122019,6,13,71.77,0,Mobile,Location 4
1491,65,6,28.87511722,7,20,156.68,1,Mobile,Location 5
1492,65,1,15.25876697,4,24,257.74,0,Desktop,Location 2
1493,23,2,12.41161368,4,7,85.57,0,Mobile,Location 5
1494,51,3,32.32507601,8,20,147.83,1,Mobile,Location 3
1495,60,8,16.99544119,3,5,52.82,0,Mobile,Location 3
1496,20,8,23.79896281,4,17,228.86,0,Tablet,Location 1
1497,45,5,12.3046958,2,18,153.62,0,Desktop,Location 5
1498,58,6,21.40953023,4,9,84.64,0,Mobile,Location 2
1499,37,3,25.4100718,6,13,133.81,1,Desktop,Location 2
1500,33,3,28.76620754,8,7,76.38,0,Desktop,Location 3
1501,25,5,30.70321506,6,18,143.54,1,Desktop,Location 3
1502,62,1,18.99254719,2,25,233.1,0,Mobile,Location 5
1503,47,6,42.99493628,9,24,233.28,0,Desktop,Location 3
1504,53,9,32.59169943,8,22,239.44,0,Tablet,Location 1
1505,51,6,28.25719233,6,22,212.75,0,Desktop,Location 1
1506,34,2,31.59095198,8,8,98.88,1,Desktop,Location 5
1507,42,9,25.05475892,5,6,56.76,0,Desktop,Location 2
1508,23,9,36.54229386,7,8,50.24,1,Mobile,Location 4
